word,zipf,length,start,direction,path
IANA,2.24,4,D6-L3,N,D6-L3 -> D5-L3 -> D4-L3 -> D3-L3
POLA,2.24,4,E1-L1,IN,E1-L1 -> E1-L2 -> E1-L3 -> E1-L4
AIF,2.24,3,D3-L3,E,D3-L3 -> E3-L3 -> F3-L3
FDC,2.24,3,F3-L4,S+W,F3-L4 -> E4-L4 -> D5-L4
FHM,2.24,3,F3-L3,N+W+OUT,F3-L3 -> E2-L2 -> D1-L1
NRT,2.24,3,C3-L3,E+OUT,C3-L3 -> D3-L2 -> E3-L1
RHD,2.24,3,F1-L3,S+W+OUT,F1-L3 -> E2-L2 -> D3-L1
RUH,2.24,3,C2-L4,OUT,C2-L4 -> C2-L3 -> C2-L2
SEF,2.24,3,D5-L6,N+E+OUT,D5-L6 -> E4-L5 -> F3-L4
TCO,2.24,3,A6-L4,E+OUT,A6-L4 -> B6-L3 -> C6-L2
UCA,2.24,3,D5-L5,OUT,D5-L5 -> D5-L4 -> D5-L3
BELI,2.23,4,A3-L1,IN,A3-L1 -> A3-L2 -> A3-L3 -> A3-L4
AHM,2.23,3,B3-L3,N+E+OUT,B3-L3 -> C2-L2 -> D1-L1
ANR,2.23,3,D4-L4,N+W+OUT,D4-L4 -> C3-L3 -> B2-L2
COF,2.23,3,F3-L1,IN,F3-L1 -> F3-L2 -> F3-L3
COF,2.23,3,C4-L1,W+IN,C4-L1 -> B4-L2 -> A4-L3
EBI,2.23,3,B3-L2,S+IN,B3-L2 -> B4-L3 -> B5-L4
FMR,2.23,3,F3-L4,N+W+IN,F3-L4 -> E2-L5 -> D1-L6
ICN,2.23,3,D6-L3,N+IN,D6-L3 -> D5-L4 -> D4-L5
IIN,2.23,3,E3-L3,N+W+IN,E3-L3 -> D2-L4 -> C1-L5
IIN,2.23,3,E3-L3,N+IN,E3-L3 -> E2-L4 -> E1-L5
IIN,2.23,3,D2-L4,E,D2-L4 -> E2-L4 -> F2-L4
IIN,2.23,3,B5-L4,N+E+IN,B5-L4 -> C4-L5 -> D3-L6
IIN,2.23,3,B4-L5,E,B4-L5 -> C4-L5 -> D4-L5
NLA,2.23,3,F2-L4,S+W,F2-L4 -> E3-L4 -> D4-L4
NLA,2.23,3,D4-L5,N+E+OUT,D4-L5 -> E3-L4 -> F2-L3
NRO,2.23,3,B1-L3,S+E+IN,B1-L3 -> C2-L4 -> D3-L5
NSI,2.23,3,C6-L3,N+IN,C6-L3 -> C5-L4 -> C4-L5
OTE,2.23,3,E6-L5,N+OUT,E6-L5 -> E5-L4 -> E4-L3
TTO,2.23,3,D6-L4,N+E,D6-L4 -> E5-L4 -> F4-L4
UTR,2.23,3,D5-L5,E+OUT,D5-L5 -> E5-L4 -> F5-L3
ITAR,2.22,4,D6-L3,IN,D6-L3 -> D6-L4 -> D6-L5 -> D6-L6
BSO,2.22,3,D2-L1,E,D2-L1 -> E2-L1 -> F2-L1
BSO,2.22,3,A6-L1,N+E+IN,A6-L1 -> B5-L2 -> C4-L3
LTI,2.22,3,F4-L6,N+W,F4-L6 -> E3-L6 -> D2-L6
NRK,2.22,3,B4-L6,S+OUT,B4-L6 -> B5-L5 -> B6-L4
OKS,2.22,3,C3-L5,S+OUT,C3-L5 -> C4-L4 -> C5-L3
OUS,2.22,3,F5-L4,W+IN,F5-L4 -> E5-L5 -> D5-L6
PNA,2.22,3,B2-L4,S+E+OUT,B2-L4 -> C3-L3 -> D4-L2
REVA,2.21,4,B3-L6,OUT,B3-L6 -> B3-L5 -> B3-L4 -> B3-L3
EBM,2.21,3,E4-L3,S+W+OUT,E4-L3 -> D5-L2 -> C6-L1
ECN,2.21,3,A6-L3,E,A6-L3 -> B6-L3 -> C6-L3
ECN,2.21,3,B1-L5,OUT,B1-L5 -> B1-L4 -> B1-L3
ECN,2.21,3,B2-L5,E,B2-L5 -> C2-L5 -> D2-L5
ECN,2.21,3,E4-L5,S+W+OUT,E4-L5 -> D5-L4 -> C6-L3
EIB,2.21,3,B6-L5,N+OUT,B6-L5 -> B5-L4 -> B4-L3
ETE,2.21,3,A1-L6,S,A1-L6 -> A2-L6 -> A3-L6
ETE,2.21,3,A3-L6,N,A3-L6 -> A2-L6 -> A1-L6
ETE,2.21,3,C4-L6,S+W,C4-L6 -> B5-L6 -> A6-L6
ETE,2.21,3,A6-L6,N+E,A6-L6 -> B5-L6 -> C4-L6
HAF,2.21,3,C2-L2,S+W+IN,C2-L2 -> B3-L3 -> A4-L4
MCB,2.21,3,D1-L1,S+W,D1-L1 -> C2-L1 -> B3-L1
OCE,2.21,3,D1-L5,S+W,D1-L5 -> C2-L5 -> B3-L5
OCE,2.21,3,D3-L5,N+W,D3-L5 -> C2-L5 -> B1-L5
OOR,2.21,3,F3-L2,W,F3-L2 -> E3-L2 -> D3-L2
RSO,2.21,3,C5-L1,W+IN,C5-L1 -> B5-L2 -> A5-L3
SRU,2.21,3,E4-L1,N+W+IN,E4-L1 -> D3-L2 -> C2-L3
UBA,2.21,3,C5-L2,E,C5-L2 -> D5-L2 -> E5-L2
UBA,2.21,3,D6-L2,N,D6-L2 -> D5-L2 -> D4-L2
YIK,2.21,3,C6-L6,N+OUT,C6-L6 -> C5-L5 -> C4-L4
AVER,2.20,4,B3-L3,IN,B3-L3 -> B3-L4 -> B3-L5 -> B3-L6
AAV,2.20,3,B1-L2,S+IN,B1-L2 -> B2-L3 -> B3-L4
EED,2.20,3,A1-L6,S+E+OUT,A1-L6 -> B2-L5 -> C3-L4
EED,2.20,3,A3-L6,E+OUT,A3-L6 -> B3-L5 -> C3-L4
EIT,2.20,3,A4-L6,S+OUT,A4-L6 -> A5-L5 -> A6-L4
HIR,2.20,3,B5-L3,IN,B5-L3 -> B5-L4 -> B5-L5
HRP,2.20,3,F4-L3,S,F4-L3 -> F5-L3 -> F6-L3
IAI,2.20,3,C1-L2,S+W+IN,C1-L2 -> B2-L3 -> A3-L4
IAI,2.20,3,C3-L2,W+IN,C3-L2 -> B3-L3 -> A3-L4
IAI,2.20,3,E3-L3,S+W+IN,E3-L3 -> D4-L4 -> C5-L5
IAI,2.20,3,A3-L4,N+E+OUT,A3-L4 -> B2-L3 -> C1-L2
IAI,2.20,3,A3-L4,E+OUT,A3-L4 -> B3-L3 -> C3-L2
IAI,2.20,3,C5-L5,N+E+OUT,C5-L5 -> D4-L4 -> E3-L3
NTN,2.20,3,D3-L6,E,D3-L6 -> E3-L6 -> F3-L6
NTN,2.20,3,F3-L6,W,F3-L6 -> E3-L6 -> D3-L6
OAU,2.20,3,E3-L2,S+W,E3-L2 -> D4-L2 -> C5-L2
OON,2.20,3,F2-L1,S+W+IN,F2-L1 -> E3-L2 -> D4-L3
OON,2.20,3,F5-L4,N+IN,F5-L4 -> F4-L5 -> F3-L6
OON,2.20,3,D1-L5,W+OUT,D1-L5 -> C1-L4 -> B1-L3
RIH,2.20,3,B5-L5,OUT,B5-L5 -> B5-L4 -> B5-L3
UIS,2.20,3,C2-L3,E+OUT,C2-L3 -> D2-L2 -> E2-L1
UNK,2.20,3,D6-L2,W+IN,D6-L2 -> C6-L3 -> B6-L4
EIKO,2.19,4,C4-L6,OUT,C4-L6 -> C4-L5 -> C4-L4 -> C4-L3
SHIR,2.19,4,B5-L2,IN,B5-L2 -> B5-L3 -> B5-L4 -> B5-L5
AIK,2.19,3,E6-L2,W+IN,E6-L2 -> D6-L3 -> C6-L4
AIK,2.19,3,D4-L6,S+W+OUT,D4-L6 -> C5-L5 -> B6-L4
EDE,2.19,3,E4-L3,IN,E4-L3 -> E4-L4 -> E4-L5
EDE,2.19,3,E4-L5,OUT,E4-L5 -> E4-L4 -> E4-L3
EWS,2.19,3,E4-L3,OUT,E4-L3 -> E4-L2 -> E4-L1
FGC,2.19,3,F3-L4,N+IN,F3-L4 -> F2-L5 -> F1-L6
FWA,2.19,3,F3-L3,S+W+OUT,F3-L3 -> E4-L2 -> D5-L1
IIC,2.19,3,D2-L4,S+E+OUT,D2-L4 -> E3-L3 -> F4-L2
IIC,2.19,3,B4-L5,S+OUT,B4-L5 -> B5-L4 -> B6-L3
NCE,2.19,3,B1-L3,IN,B1-L3 -> B1-L4 -> B1-L5
NCE,2.19,3,C6-L3,W,C6-L3 -> B6-L3 -> A6-L3
NCE,2.19,3,C6-L3,N+E+IN,C6-L3 -> D5-L4 -> E4-L5
NCE,2.19,3,D2-L5,W,D2-L5 -> C2-L5 -> B2-L5
NRM,2.19,3,E1-L5,W+OUT,E1-L5 -> D1-L4 -> C1-L3
OAC,2.19,3,C3-L5,S+E+OUT,C3-L5 -> D4-L4 -> E5-L3
OIF,2.19,3,D1-L5,S+E+OUT,D1-L5 -> E2-L4 -> F3-L3
UPR,2.19,3,C2-L3,W+IN,C2-L3 -> B2-L4 -> A2-L5
DUT,2.18,3,E4-L4,S+IN,E4-L4 -> E5-L5 -> E6-L6
FRG,2.18,3,F3-L3,N+OUT,F3-L3 -> F2-L2 -> F1-L1
OHO,2.18,3,E1-L2,S,E1-L2 -> E2-L2 -> E3-L2
OHO,2.18,3,E3-L2,N,E3-L2 -> E2-L2 -> E1-L2
OHO,2.18,3,F3-L2,S+IN,F3-L2 -> F4-L3 -> F5-L4
OHO,2.18,3,F5-L4,N+OUT,F5-L4 -> F4-L3 -> F3-L2
RNR,2.18,3,D1-L4,W+IN,D1-L4 -> C1-L5 -> B1-L6
RNR,2.18,3,B1-L6,E+OUT,B1-L6 -> C1-L5 -> D1-L4
RTV,2.18,3,C5-L1,W,C5-L1 -> B5-L1 -> A5-L1
UDF,2.18,3,D5-L5,N+E+OUT,D5-L5 -> E4-L4 -> F3-L3
UHL,2.18,3,C5-L2,W+IN,C5-L2 -> B5-L3 -> A5-L4
ONTOP,2.17,5,B6-L2,E+IN,B6-L2 -> C6-L3 -> D6-L4 -> E6-L5 -> F6-L6
CHUR,2.17,4,C2-L1,IN,C2-L1 -> C2-L2 -> C2-L3 -> C2-L4
CREO,2.17,4,C2-L1,S+E+IN,C2-L1 -> D3-L2 -> E4-L3 -> F5-L4
SPON,2.17,4,A1-L1,IN,A1-L1 -> A1-L2 -> A1-L3 -> A1-L4
BIE,2.17,3,B4-L3,S+IN,B4-L3 -> B5-L4 -> B6-L5
HCR,2.17,3,C2-L6,OUT,C2-L6 -> C2-L5 -> C2-L4
IGI,2.17,3,F1-L5,S,F1-L5 -> F2-L5 -> F3-L5
IGI,2.17,3,F3-L5,N,F3-L5 -> F2-L5 -> F1-L5
IZE,2.17,3,A3-L4,IN,A3-L4 -> A3-L5 -> A3-L6
LSS,2.17,3,F6-L1,N,F6-L1 -> F5-L1 -> F4-L1
LSS,2.17,3,F5-L6,W,F5-L6 -> E5-L6 -> D5-L6
SUT,2.17,3,E5-L6,OUT,E5-L6 -> E5-L5 -> E5-L4
ACCOR,2.16,5,F6-L2,N,F6-L2 -> F5-L2 -> F4-L2 -> F3-L2 -> F2-L2
LANDE,2.16,5,F6-L1,N+W+IN,F6-L1 -> E5-L2 -> D4-L3 -> C3-L4 -> B2-L5
AHR,2.16,3,B1-L2,S+E,B1-L2 -> C2-L2 -> D3-L2
AHR,2.16,3,F1-L2,S+W,F1-L2 -> E2-L2 -> D3-L2
FOD,2.16,3,F3-L3,W+OUT,F3-L3 -> E3-L2 -> D3-L1
IIE,2.16,3,C4-L5,S+W+OUT,C4-L5 -> B5-L4 -> A6-L3
IIE,2.16,3,C4-L5,S,C4-L5 -> C5-L5 -> C6-L5
MGO,2.16,3,E2-L5,S+W+OUT,E2-L5 -> D3-L4 -> C4-L3
NNW,2.16,3,A5-L6,N+E,A5-L6 -> B4-L6 -> C3-L6
ORL,2.16,3,E1-L2,S+IN,E1-L2 -> E2-L3 -> E3-L4
RPE,2.16,3,C2-L4,W,C2-L4 -> B2-L4 -> A2-L4
WRI,2.16,3,C3-L1,E+IN,C3-L1 -> D3-L2 -> E3-L3
ANAN,2.15,4,D4-L2,IN,D4-L2 -> D4-L3 -> D4-L4 -> D4-L5
ANAN,2.15,4,D4-L6,OUT,D4-L6 -> D4-L5 -> D4-L4 -> D4-L3
BRR,2.15,3,D4-L1,S+W,D4-L1 -> C5-L1 -> B6-L1
CCO,2.15,3,F5-L2,N,F5-L2 -> F4-L2 -> F3-L2
GCM,2.15,3,A1-L5,E+OUT,A1-L5 -> B1-L4 -> C1-L3
GOC,2.15,3,F1-L1,S,F1-L1 -> F2-L1 -> F3-L1
GOC,2.15,3,D6-L1,W+IN,D6-L1 -> C6-L2 -> B6-L3
IBB,2.15,3,D6-L3,N+OUT,D6-L3 -> D5-L2 -> D4-L1
LFO,2.15,3,A3-L3,S,A3-L3 -> A4-L3 -> A5-L3
MIK,2.15,3,C1-L3,OUT,C1-L3 -> C1-L2 -> C1-L1
NST,2.15,3,E4-L6,S,E4-L6 -> E5-L6 -> E6-L6
ONR,2.15,3,C4-L2,N+IN,C4-L2 -> C3-L3 -> C2-L4
ORN,2.15,3,D3-L5,N+W+OUT,D3-L5 -> C2-L4 -> B1-L3
FFI,2.14,3,F3-L3,IN,F3-L3 -> F3-L4 -> F3-L5
HBA,2.14,3,B5-L3,N,B5-L3 -> B4-L3 -> B3-L3
IER,2.14,3,C4-L5,N+W,C4-L5 -> B3-L5 -> A2-L5
KIF,2.14,3,C6-L4,N+W,C6-L4 -> B5-L4 -> A4-L4
LUT,2.14,3,F4-L6,S+W+OUT,F4-L6 -> E5-L5 -> D6-L4
RHI,2.14,3,B2-L2,E,B2-L2 -> C2-L2 -> D2-L2
RHI,2.14,3,F2-L2,W,F2-L2 -> E2-L2 -> D2-L2
SCU,2.14,3,C5-L3,E+IN,C5-L3 -> D5-L4 -> E5-L5
TTA,2.14,3,F6-L4,N+W,F6-L4 -> E5-L4 -> D4-L4
UKR,2.14,3,C2-L3,E,C2-L3 -> D2-L3 -> E2-L3
WOS,2.14,3,C3-L1,S+IN,C3-L1 -> C4-L2 -> C5-L3
AOP,2.13,3,D4-L6,N+W+OUT,D4-L6 -> C3-L5 -> B2-L4
BUC,2.13,3,D4-L1,S+W+IN,D4-L1 -> C5-L2 -> B6-L3
FIO,2.13,3,F3-L3,N+W+IN,F3-L3 -> E2-L4 -> D1-L5
IAR,2.13,3,E3-L3,S+W+OUT,E3-L3 -> D4-L2 -> C5-L1
IAR,2.13,3,F1-L5,W+OUT,F1-L5 -> E1-L4 -> D1-L3
KAE,2.13,3,C4-L4,N+W+OUT,C4-L4 -> B3-L3 -> A2-L2
OTI,2.13,3,F4-L5,S+W+OUT,F4-L5 -> E5-L4 -> D6-L3
OWA,2.13,3,E3-L2,S,E3-L2 -> E4-L2 -> E5-L2
RSR,2.13,3,B1-L6,S,B1-L6 -> B2-L6 -> B3-L6
RSR,2.13,3,B3-L6,N,B3-L6 -> B2-L6 -> B1-L6
TNR,2.13,3,B5-L6,N,B5-L6 -> B4-L6 -> B3-L6
AGON,2.12,4,D3-L3,IN,D3-L3 -> D3-L4 -> D3-L5 -> D3-L6
DTR,2.12,3,E4-L4,S,E4-L4 -> E5-L4 -> E6-L4
KRA,2.12,3,D2-L3,E,D2-L3 -> E2-L3 -> F2-L3
NTO,2.12,3,D4-L3,S+E+IN,D4-L3 -> E5-L4 -> F6-L5
NTO,2.12,3,C6-L3,E+IN,C6-L3 -> D6-L4 -> E6-L5
OGI,2.12,3,C3-L5,E+OUT,C3-L5 -> D3-L4 -> E3-L3
OTB,2.12,3,F2-L1,S+W,F2-L1 -> E3-L1 -> D4-L1
RWC,2.12,3,D3-L2,S+E,D3-L2 -> E4-L2 -> F5-L2
SBE,2.12,3,C5-L4,N+W+OUT,C5-L4 -> B4-L3 -> A3-L2
SDB,2.12,3,A1-L1,S,A1-L1 -> A2-L1 -> A3-L1
BOST,2.11,4,A3-L1,S+E+IN,A3-L1 -> B4-L2 -> C5-L3 -> D6-L4
EAVE,2.11,4,B3-L2,IN,B3-L2 -> B3-L3 -> B3-L4 -> B3-L5
DBC,2.11,3,A2-L1,S+E,A2-L1 -> B3-L1 -> C4-L1
GNS,2.11,3,D3-L4,S+IN,D3-L4 -> D4-L5 -> D5-L6
ISB,2.11,3,D6-L3,N+W,D6-L3 -> C5-L3 -> B4-L3
ISB,2.11,3,B5-L4,E+OUT,B5-L4 -> C5-L3 -> D5-L2
KCS,2.11,3,C1-L1,W,C1-L1 -> B1-L1 -> A1-L1
OAP,2.11,3,B4-L2,N+IN,B4-L2 -> B3-L3 -> B2-L4
SNG,2.11,3,D5-L6,N+OUT,D5-L6 -> D4-L5 -> D3-L4
ACCO,2.10,4,F6-L2,N,F6-L2 -> F5-L2 -> F4-L2 -> F3-L2
RANE,2.10,4,D6-L6,N+W,D6-L6 -> C5-L6 -> B4-L6 -> A3-L6
SERT,2.10,4,A2-L3,IN,A2-L3 -> A2-L4 -> A2-L5 -> A2-L6
SERT,2.10,4,D5-L6,N+W,D5-L6 -> C4-L6 -> B3-L6 -> A2-L6
ATN,2.10,3,C5-L6,W,C5-L6 -> B5-L6 -> A5-L6
CCN,2.10,3,B1-L4,S+E+IN,B1-L4 -> C2-L5 -> D3-L6
FBO,2.10,3,A4-L3,E,A4-L3 -> B4-L3 -> C4-L3
FBO,2.10,3,A4-L4,E+OUT,A4-L4 -> B4-L3 -> C4-L2
FNL,2.10,3,F3-L4,N,F3-L4 -> F2-L4 -> F1-L4
GCR,2.10,3,D3-L4,N+W+IN,D3-L4 -> C2-L5 -> B1-L6
GEB,2.10,3,B2-L1,S+IN,B2-L1 -> B3-L2 -> B4-L3
ILB,2.10,3,B4-L5,OUT,B4-L5 -> B4-L4 -> B4-L3
IOA,2.10,3,D1-L2,E,D1-L2 -> E1-L2 -> F1-L2
IOA,2.10,3,D2-L4,S+IN,D2-L4 -> D3-L5 -> D4-L6
IOA,2.10,3,D2-L6,S+OUT,D2-L6 -> D3-L5 -> D4-L4
OPO,2.10,3,A1-L3,S+E+IN,A1-L3 -> B2-L4 -> C3-L5
OPO,2.10,3,C3-L5,N+W+OUT,C3-L5 -> B2-L4 -> A1-L3
RIL,2.10,3,D6-L6,N+W+OUT,D6-L6 -> C5-L5 -> B4-L4
VBS,2.10,3,B3-L4,S+OUT,B3-L4 -> B4-L3 -> B5-L2
ARIC,2.09,4,E1-L4,W+OUT,E1-L4 -> D1-L3 -> C1-L2 -> B1-L1
CIU,2.09,3,C4-L1,N+IN,C4-L1 -> C3-L2 -> C2-L3
HFA,2.09,3,F4-L3,N,F4-L3 -> F3-L3 -> F2-L3
HLN,2.09,3,F4-L3,N+W+IN,F4-L3 -> E3-L4 -> D2-L5
IKI,2.09,3,D2-L2,IN,D2-L2 -> D2-L3 -> D2-L4
IKI,2.09,3,D2-L4,OUT,D2-L4 -> D2-L3 -> D2-L2
OND,2.09,3,C4-L2,E+IN,C4-L2 -> D4-L3 -> E4-L4
OSR,2.09,3,A5-L3,E+OUT,A5-L3 -> B5-L2 -> C5-L1
RRC,2.09,3,F1-L3,S+OUT,F1-L3 -> F2-L2 -> F3-L1
RRC,2.09,3,E2-L3,S+W+OUT,E2-L3 -> D3-L2 -> C4-L1
SII,2.09,3,C5-L3,W+IN,C5-L3 -> B5-L4 -> A5-L5
SII,2.09,3,D5-L6,W+OUT,D5-L6 -> C5-L5 -> B5-L4
UNL,2.09,3,C5-L2,N+E+IN,C5-L2 -> D4-L3 -> E3-L4
ILBO,2.08,4,B4-L5,OUT,B4-L5 -> B4-L4 -> B4-L3 -> B4-L2
AAO,2.08,3,D5-L3,N+IN,D5-L3 -> D4-L4 -> D3-L5
AWC,2.08,3,D4-L2,E,D4-L2 -> E4-L2 -> F4-L2
AWC,2.08,3,D5-L3,N+E+OUT,D5-L3 -> E4-L2 -> F3-L1
BSR,2.08,3,B4-L3,S+OUT,B4-L3 -> B5-L2 -> B6-L1
BTO,2.08,3,D4-L1,N+E,D4-L1 -> E3-L1 -> F2-L1
DWR,2.08,3,D3-L1,S+E+IN,D3-L1 -> E4-L2 -> F5-L3
OGA,2.08,3,D3-L5,OUT,D3-L5 -> D3-L4 -> D3-L3
OSL,2.08,3,A1-L3,S,A1-L3 -> A2-L3 -> A3-L3
TEY,2.08,3,A6-L4,E+IN,A6-L4 -> B6-L5 -> C6-L6
TNI,2.08,3,E5-L4,N+W+OUT,E5-L4 -> D4-L3 -> C3-L2
WAK,2.08,3,E4-L2,S+W+IN,E4-L2 -> D5-L3 -> C6-L4
ALN,2.07,3,F2-L3,S+W+IN,F2-L3 -> E3-L4 -> D4-L5
ALN,2.07,3,D4-L4,N+E,D4-L4 -> E3-L4 -> F2-L4
CEF,2.07,3,C2-L1,S+W+IN,C2-L1 -> B3-L2 -> A4-L3
ELR,2.07,3,E4-L5,N+OUT,E4-L5 -> E3-L4 -> E2-L3
HTA,2.07,3,F4-L3,S+W+IN,F4-L3 -> E5-L4 -> D6-L5
IPE,2.07,3,D2-L6,E,D2-L6 -> E2-L6 -> F2-L6
KHO,2.07,3,D2-L3,E+OUT,D2-L3 -> E2-L2 -> F2-L1
KHO,2.07,3,B6-L4,N+OUT,B6-L4 -> B5-L3 -> B4-L2
KII,2.07,3,C1-L1,S+E+IN,C1-L1 -> D2-L2 -> E3-L3
MBD,2.07,3,D1-L1,S,D1-L1 -> D2-L1 -> D3-L1
NWR,2.07,3,D3-L6,W,D3-L6 -> C3-L6 -> B3-L6
RCI,2.07,3,E6-L3,N+W+IN,E6-L3 -> D5-L4 -> C4-L5
WHM,2.07,3,C3-L1,N+IN,C3-L1 -> C2-L2 -> C1-L3
BAAN,2.06,4,B4-L3,N,B4-L3 -> B3-L3 -> B2-L3 -> B1-L3
NORN,2.06,4,E4-L6,N+W+OUT,E4-L6 -> D3-L5 -> C2-L4 -> B1-L3
BLI,2.06,3,B4-L3,IN,B4-L3 -> B4-L4 -> B4-L5
HOK,2.06,3,C2-L6,S+OUT,C2-L6 -> C3-L5 -> C4-L4
IIR,2.06,3,D1-L2,S,D1-L2 -> D2-L2 -> D3-L2
IIR,2.06,3,E2-L4,W,E2-L4 -> D2-L4 -> C2-L4
IIR,2.06,3,B5-L4,N+IN,B5-L4 -> B4-L5 -> B3-L6
IIR,2.06,3,F3-L5,N+W+OUT,F3-L5 -> E2-L4 -> D1-L3
LNA,2.06,3,E3-L4,S+W+IN,E3-L4 -> D4-L5 -> C5-L6
LNA,2.06,3,F4-L6,W,F4-L6 -> E4-L6 -> D4-L6
NUK,2.06,3,E4-L6,S+W+OUT,E4-L6 -> D5-L5 -> C6-L4
OIA,2.06,3,D1-L5,S+OUT,D1-L5 -> D2-L4 -> D3-L3
RCH,2.06,3,C2-L4,IN,C2-L4 -> C2-L5 -> C2-L6
TIV,2.06,3,B5-L6,N+OUT,B5-L6 -> B4-L5 -> B3-L4
TSL,2.06,3,D6-L4,N+W,D6-L4 -> C5-L4 -> B4-L4
VTR,2.06,3,A5-L1,E,A5-L1 -> B5-L1 -> C5-L1
WAO,2.06,3,E4-L2,W,E4-L2 -> D4-L2 -> C4-L2
AFO,2.05,3,F2-L3,S+IN,F2-L3 -> F3-L4 -> F4-L5
GMR,2.05,3,D6-L1,W,D6-L1 -> C6-L1 -> B6-L1
HEF,2.05,3,C2-L6,S+W+OUT,C2-L6 -> B3-L5 -> A4-L4
IDL,2.05,3,D2-L4,S+W,D2-L4 -> C3-L4 -> B4-L4
OHI,2.05,3,F3-L2,N+W,F3-L2 -> E2-L2 -> D1-L2
OIE,2.05,3,F4-L4,N+IN,F4-L4 -> F3-L5 -> F2-L6
TNO,2.05,3,D6-L4,W+OUT,D6-L4 -> C6-L3 -> B6-L2
TNO,2.05,3,E3-L6,N+W+OUT,E3-L6 -> D2-L5 -> C1-L4
HSUS,2.04,4,B5-L3,E+IN,B5-L3 -> C5-L4 -> D5-L5 -> E5-L6
AWF,2.04,3,D5-L1,N+E+IN,D5-L1 -> E4-L2 -> F3-L3
BWV,2.04,3,A3-L1,S,A3-L1 -> A4-L1 -> A5-L1
EOM,2.04,3,A6-L3,E+OUT,A6-L3 -> B6-L2 -> C6-L1
ERL,2.04,3,C6-L5,N+W,C6-L5 -> B5-L5 -> A4-L5
GHA,2.04,3,F1-L1,S+W+IN,F1-L1 -> E2-L2 -> D3-L3
HRE,2.04,3,C2-L2,W,C2-L2 -> B2-L2 -> A2-L2
HRE,2.04,3,C2-L6,S+W,C2-L6 -> B3-L6 -> A4-L6
LBO,2.04,3,B4-L4,OUT,B4-L4 -> B4-L3 -> B4-L2
OIT,2.04,3,C1-L6,S+E,C1-L6 -> D2-L6 -> E3-L6
OLL,2.04,3,C4-L3,W+IN,C4-L3 -> B4-L4 -> A4-L5
OLL,2.04,3,F5-L4,IN,F5-L4 -> F5-L5 -> F5-L6
OUN,2.04,3,F6-L5,N+W,F6-L5 -> E5-L5 -> D4-L5
AUN,2.03,3,D3-L3,N+W,D3-L3 -> C2-L3 -> B1-L3
AUN,2.03,3,D6-L5,N,D6-L5 -> D5-L5 -> D4-L5
BGR,2.03,3,A3-L1,S+E,A3-L1 -> B4-L1 -> C5-L1
BOV,2.03,3,D5-L2,N+W+IN,D5-L2 -> C4-L3 -> B3-L4
CPN,2.03,3,F1-L6,S+W,F1-L6 -> E2-L6 -> D3-L6
CPV,2.03,3,B1-L4,S,B1-L4 -> B2-L4 -> B3-L4
CUN,2.03,3,C4-L1,S+IN,C4-L1 -> C5-L2 -> C6-L3
CUN,2.03,3,E6-L1,W+IN,E6-L1 -> D6-L2 -> C6-L3
FEH,2.03,3,A4-L4,N+E+IN,A4-L4 -> B3-L5 -> C2-L6
IEN,2.03,3,E2-L4,S+IN,E2-L4 -> E3-L5 -> E4-L6
IEN,2.03,3,A3-L4,N,A3-L4 -> A2-L4 -> A1-L4
KIE,2.03,3,C4-L4,W+IN,C4-L4 -> B4-L5 -> A4-L6
KIE,2.03,3,C4-L4,IN,C4-L4 -> C4-L5 -> C4-L6
KIE,2.03,3,C6-L4,N+IN,C6-L4 -> C5-L5 -> C4-L6
NNS,2.03,3,F3-L6,S+W,F3-L6 -> E4-L6 -> D5-L6
NRE,2.03,3,A1-L4,S+IN,A1-L4 -> A2-L5 -> A3-L6
OBL,2.03,3,B4-L2,IN,B4-L2 -> B4-L3 -> B4-L4
OFR,2.03,3,F4-L4,N+OUT,F4-L4 -> F3-L3 -> F2-L2
RMG,2.03,3,B6-L1,E,B6-L1 -> C6-L1 -> D6-L1
TCD,2.03,3,B5-L1,N+E,B5-L1 -> C4-L1 -> D3-L1
CROLL,2.02,5,F5-L2,IN,F5-L2 -> F5-L3 -> F5-L4 -> F5-L5 -> F5-L6
UNOS,2.02,4,C2-L3,S,C2-L3 -> C3-L3 -> C4-L3 -> C5-L3
BIF,2.02,3,A6-L1,N+IN,A6-L1 -> A5-L2 -> A4-L3
EER,2.02,3,A4-L6,N+E+OUT,A4-L6 -> B3-L5 -> C2-L4
ENL,2.02,3,F2-L6,S,F2-L6 -> F3-L6 -> F4-L6
ETR,2.02,3,E4-L5,S+OUT,E4-L5 -> E5-L4 -> E6-L3
ETR,2.02,3,C6-L5,E+OUT,C6-L5 -> D6-L4 -> E6-L3
IRP,2.02,3,C3-L2,N+W,C3-L2 -> B2-L2 -> A1-L2
IRP,2.02,3,D6-L3,E,D6-L3 -> E6-L3 -> F6-L3
IRP,2.02,3,D2-L4,W,D2-L4 -> C2-L4 -> B2-L4
LOF,2.02,3,F5-L5,N+OUT,F5-L5 -> F4-L4 -> F3-L3
LOF,2.02,3,F5-L6,N+OUT,F5-L6 -> F4-L5 -> F3-L4
WAF,2.02,3,A4-L1,IN,A4-L1 -> A4-L2 -> A4-L3
ZEO,2.02,3,A3-L5,N+OUT,A3-L5 -> A2-L4 -> A1-L3
ZEO,2.02,3,A3-L5,E,A3-L5 -> B3-L5 -> C3-L5
