word,zipf,length,start,direction,path
NUM,3.10,3,C3-L3,N,C3-L3 -> C2-L3 -> C1-L3
PAO,3.10,3,B2-L4,S+OUT,B2-L4 -> B3-L3 -> B4-L2
ROO,3.10,3,D3-L2,E,D3-L2 -> E3-L2 -> F3-L2
TRA,3.10,3,B5-L1,E,B5-L1 -> C5-L1 -> D5-L1
TRA,3.10,3,D6-L4,E+OUT,D6-L4 -> E6-L3 -> F6-L2
LIS,3.09,3,A5-L4,E,A5-L4 -> B5-L4 -> C5-L4
LIS,3.09,3,A4-L5,N+OUT,A4-L5 -> A3-L4 -> A2-L3
NIT,3.09,3,B4-L6,S+E+OUT,B4-L6 -> C5-L5 -> D6-L4
PAI,3.09,3,A1-L2,E,A1-L2 -> B1-L2 -> C1-L2
PRI,3.09,3,A1-L2,S+E,A1-L2 -> B2-L2 -> C3-L2
PRI,3.09,3,F6-L3,W,F6-L3 -> E6-L3 -> D6-L3
PRI,3.09,3,B2-L4,E,B2-L4 -> C2-L4 -> D2-L4
ODA,3.08,3,F4-L4,W,F4-L4 -> E4-L4 -> D4-L4
ODA,3.08,3,D3-L5,W+OUT,D3-L5 -> C3-L4 -> B3-L3
ONG,3.08,3,A1-L3,IN,A1-L3 -> A1-L4 -> A1-L5
RUS,3.08,3,C5-L1,IN,C5-L1 -> C5-L2 -> C5-L3
ARD,3.07,3,D3-L3,OUT,D3-L3 -> D3-L2 -> D3-L1
BOS,3.07,3,A3-L1,S+E+IN,A3-L1 -> B4-L2 -> C5-L3
INF,3.07,3,F1-L5,S+OUT,F1-L5 -> F2-L4 -> F3-L3
SCH,3.07,3,F4-L1,IN,F4-L1 -> F4-L2 -> F4-L3
TRES,3.06,4,A2-L6,OUT,A2-L6 -> A2-L5 -> A2-L4 -> A2-L3
TRES,3.06,4,A2-L6,S+E,A2-L6 -> B3-L6 -> C4-L6 -> D5-L6
AIS,3.06,3,C5-L6,OUT,C5-L6 -> C5-L5 -> C5-L4
BDS,3.06,3,A3-L1,N,A3-L1 -> A2-L1 -> A1-L1
CRT,3.06,3,F4-L2,S+IN,F4-L2 -> F5-L3 -> F6-L4
EPI,3.06,3,F2-L6,W,F2-L6 -> E2-L6 -> D2-L6
FIA,3.06,3,F3-L3,W,F3-L3 -> E3-L3 -> D3-L3
GMC,3.06,3,D3-L4,N+E+IN,D3-L4 -> E2-L5 -> F1-L6
KEE,3.06,3,C6-L4,W+IN,C6-L4 -> B6-L5 -> A6-L6
MPG,3.06,3,D1-L1,E,D1-L1 -> E1-L1 -> F1-L1
SAE,3.06,3,C5-L3,N+E+IN,C5-L3 -> D4-L4 -> E3-L5
SIE,3.06,3,C5-L4,N+W+IN,C5-L4 -> B4-L5 -> A3-L6
SWEDE,3.05,5,E4-L1,IN,E4-L1 -> E4-L2 -> E4-L3 -> E4-L4 -> E4-L5
BEET,3.05,4,A6-L1,IN,A6-L1 -> A6-L2 -> A6-L3 -> A6-L4
ASP,3.05,3,D4-L6,S+E,D4-L6 -> E5-L6 -> F6-L6
CRM,3.05,3,C4-L1,S,C4-L1 -> C5-L1 -> C6-L1
CST,3.05,3,E5-L1,N,E5-L1 -> E4-L1 -> E3-L1
ISN,3.05,3,C4-L5,S+OUT,C4-L5 -> C5-L4 -> C6-L3
MINN,3.04,4,D1-L1,W+IN,D1-L1 -> C1-L2 -> B1-L3 -> A1-L4
ADI,3.04,3,D5-L3,N+E+IN,D5-L3 -> E4-L4 -> F3-L5
HOA,3.04,3,B5-L3,N+E,B5-L3 -> C4-L3 -> D3-L3
KOS,3.04,3,D2-L3,S+E+OUT,D2-L3 -> E3-L2 -> F4-L1
NIK,3.04,3,D2-L5,OUT,D2-L5 -> D2-L4 -> D2-L3
SUS,3.04,3,C5-L4,E+IN,C5-L4 -> D5-L5 -> E5-L6
SUS,3.04,3,E5-L6,W+OUT,E5-L6 -> D5-L5 -> C5-L4
NIKI,3.03,4,D2-L5,OUT,D2-L5 -> D2-L4 -> D2-L3 -> D2-L2
TOIL,3.03,4,E3-L1,IN,E3-L1 -> E3-L2 -> E3-L3 -> E3-L4
ADP,3.03,3,D4-L4,N+W,D4-L4 -> C3-L4 -> B2-L4
NMR,3.03,3,B1-L3,E,B1-L3 -> C1-L3 -> D1-L3
NMR,3.03,3,F3-L6,N+W+OUT,F3-L6 -> E2-L5 -> D1-L4
RIA,3.03,3,B2-L2,S+E,B2-L2 -> C3-L2 -> D4-L2
RIA,3.03,3,F2-L2,S+W+IN,F2-L2 -> E3-L3 -> D4-L4
TAS,3.03,3,E3-L1,S+W+IN,E3-L1 -> D4-L2 -> C5-L3
TAS,3.03,3,B5-L6,E,B5-L6 -> C5-L6 -> D5-L6
TRU,3.03,3,F6-L4,W+OUT,F6-L4 -> E6-L3 -> D6-L2
CUS,3.02,3,D5-L4,IN,D5-L4 -> D5-L5 -> D5-L6
GAH,3.02,3,D6-L1,N+E+IN,D6-L1 -> E5-L2 -> F4-L3
ICS,3.02,3,D2-L4,W+IN,D2-L4 -> C2-L5 -> B2-L6
MEE,3.02,3,E2-L5,S,E2-L5 -> E3-L5 -> E4-L5
RNC,3.02,3,D3-L2,S+IN,D3-L2 -> D4-L3 -> D5-L4
RNC,3.02,3,D1-L4,E+IN,D1-L4 -> E1-L5 -> F1-L6
RNC,3.02,3,D1-L6,W+OUT,D1-L6 -> C1-L5 -> B1-L4
SSC,3.02,3,F5-L1,N,F5-L1 -> F4-L1 -> F3-L1
SSC,3.02,3,B5-L2,E+IN,B5-L2 -> C5-L3 -> D5-L4
CCS,3.01,3,E6-L1,N,E6-L1 -> E5-L1 -> E4-L1
CDR,3.01,3,F1-L6,W,F1-L6 -> E1-L6 -> D1-L6
COG,3.01,3,F3-L1,N,F3-L1 -> F2-L1 -> F1-L1
COG,3.01,3,B6-L3,E+OUT,B6-L3 -> C6-L2 -> D6-L1
MUN,3.01,3,C1-L3,S,C1-L3 -> C2-L3 -> C3-L3
OOP,3.01,3,F4-L5,S+OUT,F4-L5 -> F5-L4 -> F6-L3
ORC,3.01,3,F5-L4,OUT,F5-L4 -> F5-L3 -> F5-L2
PES,3.01,3,B2-L4,IN,B2-L4 -> B2-L5 -> B2-L6
LISP,3.00,4,A4-L5,N+OUT,A4-L5 -> A3-L4 -> A2-L3 -> A1-L2
ORCS,3.00,4,F5-L4,OUT,F5-L4 -> F5-L3 -> F5-L2 -> F5-L1
AOC,3.00,3,D3-L3,E+OUT,D3-L3 -> E3-L2 -> F3-L1
ARR,3.00,3,E6-L2,IN,E6-L2 -> E6-L3 -> E6-L4
ARR,3.00,3,D3-L3,N+E,D3-L3 -> E2-L3 -> F1-L3
NDA,3.00,3,D4-L5,N+W+OUT,D4-L5 -> C3-L4 -> B2-L3
SORA,2.99,4,E4-L1,N+IN,E4-L1 -> E3-L2 -> E2-L3 -> E1-L4
DAO,2.99,3,C3-L4,E+OUT,C3-L4 -> D3-L3 -> E3-L2
DAO,2.99,3,E4-L4,S+W+OUT,E4-L4 -> D5-L3 -> C6-L2
ELL,2.99,3,A6-L3,N+IN,A6-L3 -> A5-L4 -> A4-L5
ELL,2.99,3,A3-L6,S+OUT,A3-L6 -> A4-L5 -> A5-L4
GAR,2.99,3,F1-L1,IN,F1-L1 -> F1-L2 -> F1-L3
GAR,2.99,3,D3-L4,OUT,D3-L4 -> D3-L3 -> D3-L2
OLA,2.99,3,E1-L2,IN,E1-L2 -> E1-L3 -> E1-L4
SIL,2.99,3,A2-L3,S+IN,A2-L3 -> A3-L4 -> A4-L5
SIL,2.99,3,C5-L4,W,C5-L4 -> B5-L4 -> A5-L4
ARTE,2.98,4,F6-L2,W+IN,F6-L2 -> E6-L3 -> D6-L4 -> C6-L5
RIGA,2.98,4,D1-L4,S,D1-L4 -> D2-L4 -> D3-L4 -> D4-L4
SAAS,2.98,4,F5-L1,W+IN,F5-L1 -> E5-L2 -> D5-L3 -> C5-L4
SAAS,2.98,4,C5-L4,E+OUT,C5-L4 -> D5-L3 -> E5-L2 -> F5-L1
ADE,2.98,3,D3-L3,W+IN,D3-L3 -> C3-L4 -> B3-L5
CCA,2.98,3,F4-L2,S,F4-L2 -> F5-L2 -> F6-L2
NEA,2.98,3,F2-L4,S+W+IN,F2-L4 -> E3-L5 -> D4-L6
NEA,2.98,3,B4-L6,E,B4-L6 -> C4-L6 -> D4-L6
ORI,2.98,3,E3-L2,W,E3-L2 -> D3-L2 -> C3-L2
ORI,2.98,3,F6-L5,W+OUT,F6-L5 -> E6-L4 -> D6-L3
ANGE,2.97,4,F2-L3,IN,F2-L3 -> F2-L4 -> F2-L5 -> F2-L6
ARG,2.97,3,F1-L2,S+W+IN,F1-L2 -> E2-L3 -> D3-L4
ARG,2.97,3,B2-L3,OUT,B2-L3 -> B2-L2 -> B2-L1
ASC,2.97,3,D5-L1,N+E,D5-L1 -> E4-L1 -> F3-L1
BIB,2.97,3,D2-L1,S+W+IN,D2-L1 -> C3-L2 -> B4-L3
BIB,2.97,3,B4-L3,N+E+OUT,B4-L3 -> C3-L2 -> D2-L1
CUL,2.97,3,D5-L4,E+IN,D5-L4 -> E5-L5 -> F5-L6
HAG,2.97,3,F4-L3,S+W+OUT,F4-L3 -> E5-L2 -> D6-L1
HSU,2.97,3,B5-L3,E+IN,B5-L3 -> C5-L4 -> D5-L5
IEC,2.97,3,E3-L3,S,E3-L3 -> E4-L3 -> E5-L3
KOO,2.97,3,C4-L4,OUT,C4-L4 -> C4-L3 -> C4-L2
SSI,2.97,3,C5-L3,IN,C5-L3 -> C5-L4 -> C5-L5
ATH,2.96,3,D6-L5,N+E+OUT,D6-L5 -> E5-L4 -> F4-L3
BSA,2.96,3,B4-L3,S+E+IN,B4-L3 -> C5-L4 -> D6-L5
MCG,2.96,3,C1-L3,W+IN,C1-L3 -> B1-L4 -> A1-L5
NAI,2.96,3,C3-L3,E,C3-L3 -> D3-L3 -> E3-L3
NAI,2.96,3,D4-L3,S,D4-L3 -> D5-L3 -> D6-L3
NAI,2.96,3,A1-L4,S+E+OUT,A1-L4 -> B2-L3 -> C3-L2
ORD,2.96,3,C1-L4,S,C1-L4 -> C2-L4 -> C3-L4
ORD,2.96,3,C1-L6,E,C1-L6 -> D1-L6 -> E1-L6
SOE,2.96,3,E2-L1,S+IN,E2-L1 -> E3-L2 -> E4-L3
SOE,2.96,3,B5-L2,N,B5-L2 -> B4-L2 -> B3-L2
SAWS,2.95,4,E5-L6,N+W,E5-L6 -> D4-L6 -> C3-L6 -> B2-L6
AUR,2.95,3,B3-L3,N+E,B3-L3 -> C2-L3 -> D1-L3
AUR,2.95,3,D4-L4,S+IN,D4-L4 -> D5-L5 -> D6-L6
DEO,2.95,3,A2-L1,S+E+IN,A2-L1 -> B3-L2 -> C4-L3
FCS,2.95,3,F3-L3,S+OUT,F3-L3 -> F4-L2 -> F5-L1
HUR,2.95,3,C2-L2,IN,C2-L2 -> C2-L3 -> C2-L4
PDA,2.95,3,B2-L4,S+E,B2-L4 -> C3-L4 -> D4-L4
RAC,2.95,3,C5-L1,E,C5-L1 -> D5-L1 -> E5-L1
RAC,2.95,3,E6-L3,OUT,E6-L3 -> E6-L2 -> E6-L1
SPC,2.95,3,A2-L3,E+IN,A2-L3 -> B2-L4 -> C2-L5
SRC,2.95,3,A2-L3,E+OUT,A2-L3 -> B2-L2 -> C2-L1
VCR,2.95,3,B3-L4,N+E+IN,B3-L4 -> C2-L5 -> D1-L6
AFF,2.94,3,A4-L2,IN,A4-L2 -> A4-L3 -> A4-L4
CRA,2.94,3,B1-L1,S+IN,B1-L1 -> B2-L2 -> B3-L3
DEP,2.94,3,E4-L4,N+IN,E4-L4 -> E3-L5 -> E2-L6
DND,2.94,3,C3-L4,N+E+IN,C3-L4 -> D2-L5 -> E1-L6
DND,2.94,3,E1-L6,S+W+OUT,E1-L6 -> D2-L5 -> C3-L4
DOH,2.94,3,D3-L1,S+W+IN,D3-L1 -> C4-L2 -> B5-L3
DOH,2.94,3,E4-L4,N+W+IN,E4-L4 -> D3-L5 -> C2-L6
EDC,2.94,3,E3-L5,S+OUT,E3-L5 -> E4-L4 -> E5-L3
EFL,2.94,3,A3-L2,S+IN,A3-L2 -> A4-L3 -> A5-L4
GEA,2.94,3,B4-L1,N+IN,B4-L1 -> B3-L2 -> B2-L3
IAS,2.94,3,D6-L3,N+E+OUT,D6-L3 -> E5-L2 -> F4-L1
LIA,2.94,3,E3-L4,N,E3-L4 -> E2-L4 -> E1-L4
LIA,2.94,3,B4-L4,E+IN,B4-L4 -> C4-L5 -> D4-L6
NSC,2.94,3,D4-L3,S+W,D4-L3 -> C5-L3 -> B6-L3
NSC,2.94,3,D4-L5,S+W+OUT,D4-L5 -> C5-L4 -> B6-L3
RBC,2.94,3,C5-L1,E+IN,C5-L1 -> D5-L2 -> E5-L3
RBC,2.94,3,E6-L3,N+W+OUT,E6-L3 -> D5-L2 -> C4-L1
SED,2.94,3,A2-L3,OUT,A2-L3 -> A2-L2 -> A2-L1
WBC,2.94,3,C3-L1,S+E,C3-L1 -> D4-L1 -> E5-L1
WBC,2.94,3,A4-L1,N+E,A4-L1 -> B3-L1 -> C2-L1
AMR,2.93,3,B1-L2,E+IN,B1-L2 -> C1-L3 -> D1-L4
ELA,2.93,3,A2-L4,S+OUT,A2-L4 -> A3-L3 -> A4-L2
GIO,2.93,3,D3-L4,E+OUT,D3-L4 -> E3-L3 -> F3-L2
GIO,2.93,3,F2-L5,S,F2-L5 -> F3-L5 -> F4-L5
MBE,2.93,3,C6-L1,N+E+IN,C6-L1 -> D5-L2 -> E4-L3
NAO,2.93,3,C3-L3,N+W,C3-L3 -> B2-L3 -> A1-L3
NGL,2.93,3,F3-L6,N+OUT,F3-L6 -> F2-L5 -> F1-L4
PLO,2.93,3,F6-L6,N+OUT,F6-L6 -> F5-L5 -> F4-L4
SSL,2.93,3,F4-L1,S,F4-L1 -> F5-L1 -> F6-L1
SSL,2.93,3,D5-L6,E,D5-L6 -> E5-L6 -> F5-L6
BAA,2.92,3,B4-L3,N,B4-L3 -> B3-L3 -> B2-L3
CUR,2.92,3,B1-L4,S+E+OUT,B1-L4 -> C2-L3 -> D3-L2
EEN,2.92,3,A3-L6,S,A3-L6 -> A4-L6 -> A5-L6
INE,2.92,3,C4-L5,E,C4-L5 -> D4-L5 -> E4-L5
INE,2.92,3,C5-L5,N+E,C5-L5 -> D4-L5 -> E3-L5
TOI,2.92,3,E3-L1,IN,E3-L1 -> E3-L2 -> E3-L3
TSE,2.92,3,E6-L6,N+W,E6-L6 -> D5-L6 -> C4-L6
WIE,2.92,3,A4-L1,S+IN,A4-L1 -> A5-L2 -> A6-L3
TAUT,2.91,4,E5-L4,W+OUT,E5-L4 -> D5-L3 -> C5-L2 -> B5-L1
BOE,2.91,3,D5-L2,N+W,D5-L2 -> C4-L2 -> B3-L2
DSS,2.91,3,D3-L1,S+E,D3-L1 -> E4-L1 -> F5-L1
ENO,2.91,3,E4-L3,W,E4-L3 -> D4-L3 -> C4-L3
ENO,2.91,3,B1-L5,E,B1-L5 -> C1-L5 -> D1-L5
NIE,2.91,3,D4-L5,S+W,D4-L5 -> C5-L5 -> B6-L5
OCS,2.91,3,F2-L1,S,F2-L1 -> F3-L1 -> F4-L1
ORO,2.91,3,E1-L2,W+IN,E1-L2 -> D1-L3 -> C1-L4
ORO,2.91,3,C1-L4,E+OUT,C1-L4 -> D1-L3 -> E1-L2
SAA,2.91,3,F5-L1,W+IN,F5-L1 -> E5-L2 -> D5-L3
SAA,2.91,3,C5-L4,E+OUT,C5-L4 -> D5-L3 -> E5-L2
COED,2.90,4,D5-L4,N+W+OUT,D5-L4 -> C4-L3 -> B3-L2 -> A2-L1
CRS,2.90,3,C2-L1,W+IN,C2-L1 -> B2-L2 -> A2-L3
LOA,2.90,3,B4-L4,E+OUT,B4-L4 -> C4-L3 -> D4-L2
SCR,2.90,3,F5-L1,IN,F5-L1 -> F5-L2 -> F5-L3
AMT,2.89,3,E1-L4,S+IN,E1-L4 -> E2-L5 -> E3-L6
CIT,2.89,3,D5-L4,W+IN,D5-L4 -> C5-L5 -> B5-L6
HCL,2.89,3,F4-L3,S+OUT,F4-L3 -> F5-L2 -> F6-L1
LST,2.89,3,B4-L4,S+E,B4-L4 -> C5-L4 -> D6-L4
OAR,2.89,3,C4-L2,S+E+IN,C4-L2 -> D5-L3 -> E6-L4
OAR,2.89,3,C4-L3,N+E,C4-L3 -> D3-L3 -> E2-L3
OAR,2.89,3,C4-L3,S+E,C4-L3 -> D5-L3 -> E6-L3
OAR,2.89,3,D1-L5,E+OUT,D1-L5 -> E1-L4 -> F1-L3
SBC,2.89,3,E2-L1,W,E2-L1 -> D2-L1 -> C2-L1
SBC,2.89,3,E4-L1,W,E4-L1 -> D4-L1 -> C4-L1
SBC,2.89,3,C5-L3,E+OUT,C5-L3 -> D5-L2 -> E5-L1
EINE,2.88,4,B6-L5,N+E,B6-L5 -> C5-L5 -> D4-L5 -> E3-L5
AKI,2.88,3,E1-L4,S+W+OUT,E1-L4 -> D2-L3 -> C3-L2
ALR,2.88,3,F1-L2,W+IN,F1-L2 -> E1-L3 -> D1-L4
ALR,2.88,3,B3-L3,S+IN,B3-L3 -> B4-L4 -> B5-L5
ATI,2.88,3,D6-L5,OUT,D6-L5 -> D6-L4 -> D6-L3
CCD,2.88,3,B1-L1,S+E,B1-L1 -> C2-L1 -> D3-L1
CRO,2.88,3,F5-L2,IN,F5-L2 -> F5-L3 -> F5-L4
CTO,2.88,3,D5-L4,E,D5-L4 -> E5-L4 -> F5-L4
DBA,2.88,3,D3-L1,S,D3-L1 -> D4-L1 -> D5-L1
ESC,2.88,3,A6-L3,N+E+OUT,A6-L3 -> B5-L2 -> C4-L1
FEC,2.88,3,A4-L3,N+E+OUT,A4-L3 -> B3-L2 -> C2-L1
LRT,2.88,3,B4-L4,S+IN,B4-L4 -> B5-L5 -> B6-L6
OFA,2.88,3,F4-L5,N+OUT,F4-L5 -> F3-L4 -> F2-L3
PMI,2.88,3,E2-L6,OUT,E2-L6 -> E2-L5 -> E2-L4
CAC,2.87,3,C4-L1,S+E,C4-L1 -> D5-L1 -> E6-L1
CAC,2.87,3,E5-L1,IN,E5-L1 -> E5-L2 -> E5-L3
CAC,2.87,3,E6-L1,N+W,E6-L1 -> D5-L1 -> C4-L1
CAC,2.87,3,E5-L3,OUT,E5-L3 -> E5-L2 -> E5-L1
LOR,2.87,3,A3-L3,S+E+OUT,A3-L3 -> B4-L2 -> C5-L1
LOR,2.87,3,F5-L5,OUT,F5-L5 -> F5-L4 -> F5-L3
PRA,2.87,3,F6-L3,W+IN,F6-L3 -> E6-L4 -> D6-L5
SCA,2.87,3,F5-L1,W,F5-L1 -> E5-L1 -> D5-L1
GENO,2.86,4,A1-L5,E,A1-L5 -> B1-L5 -> C1-L5 -> D1-L5
EIA,2.86,3,A6-L2,N,A6-L2 -> A5-L2 -> A4-L2
ESE,2.86,3,A2-L2,IN,A2-L2 -> A2-L3 -> A2-L4
ESE,2.86,3,A2-L4,OUT,A2-L4 -> A2-L3 -> A2-L2
ILE,2.86,3,E3-L3,IN,E3-L3 -> E3-L4 -> E3-L5
ILE,2.86,3,A3-L4,OUT,A3-L4 -> A3-L3 -> A3-L2
NIN,2.86,3,C3-L3,N+E+IN,C3-L3 -> D2-L4 -> E1-L5
NIN,2.86,3,E1-L5,S+W+OUT,E1-L5 -> D2-L4 -> C3-L3
RUI,2.86,3,B2-L2,E+IN,B2-L2 -> C2-L3 -> D2-L4
SIU,2.86,3,E2-L1,W+IN,E2-L1 -> D2-L2 -> C2-L3
SOI,2.86,3,C5-L4,N+OUT,C5-L4 -> C4-L3 -> C3-L2
URS,2.86,3,C2-L3,S+E+OUT,C2-L3 -> D3-L2 -> E4-L1
AAS,2.85,3,E5-L2,W+IN,E5-L2 -> D5-L3 -> C5-L4
AAS,2.85,3,D5-L3,E+OUT,D5-L3 -> E5-L2 -> F5-L1
CHF,2.85,3,F5-L2,N+IN,F5-L2 -> F4-L3 -> F3-L4
CHR,2.85,3,F3-L1,N+W+IN,F3-L1 -> E2-L2 -> D1-L3
SEL,2.85,3,A1-L1,S+IN,A1-L1 -> A2-L2 -> A3-L3
SEL,2.85,3,B2-L6,S+OUT,B2-L6 -> B3-L5 -> B4-L4
SEL,2.85,3,E5-L6,N+OUT,E5-L6 -> E4-L5 -> E3-L4
SOA,2.85,3,F4-L1,N+IN,F4-L1 -> F3-L2 -> F2-L3
SOA,2.85,3,B2-L6,S+E+OUT,B2-L6 -> C3-L5 -> D4-L4
TEK,2.85,3,A2-L6,S+E+OUT,A2-L6 -> B3-L5 -> C4-L4
TEK,2.85,3,B6-L6,OUT,B6-L6 -> B6-L5 -> B6-L4
NUR,2.84,3,D4-L3,S+W+OUT,D4-L3 -> C5-L2 -> B6-L1
NUR,2.84,3,E4-L6,S+OUT,E4-L6 -> E5-L5 -> E6-L4
SSA,2.84,3,E5-L6,W,E5-L6 -> D5-L6 -> C5-L6
BARI,2.83,4,D5-L2,N,D5-L2 -> D4-L2 -> D3-L2 -> D2-L2
CBO,2.83,3,E6-L1,N+W+IN,E6-L1 -> D5-L2 -> C4-L3
FEN,2.83,3,F3-L4,W+IN,F3-L4 -> E3-L5 -> D3-L6
GAB,2.83,3,D6-L1,N,D6-L1 -> D5-L1 -> D4-L1
NBS,2.83,3,C6-L3,N+E+OUT,C6-L3 -> D5-L2 -> E4-L1
PED,2.83,3,E2-L6,S+OUT,E2-L6 -> E3-L5 -> E4-L4
KANA,2.82,4,D2-L3,S,D2-L3 -> D3-L3 -> D4-L3 -> D5-L3
CNA,2.82,3,B1-L4,OUT,B1-L4 -> B1-L3 -> B1-L2
IIS,2.82,3,B5-L4,E+IN,B5-L4 -> C5-L5 -> D5-L6
IIS,2.82,3,A5-L5,E+OUT,A5-L5 -> B5-L4 -> C5-L3
NAE,2.82,3,C6-L3,N+E,C6-L3 -> D5-L3 -> E4-L3
NAE,2.82,3,E4-L6,W,E4-L6 -> D4-L6 -> C4-L6
NEG,2.82,3,C1-L5,W,C1-L5 -> B1-L5 -> A1-L5
NEG,2.82,3,D4-L5,N+E,D4-L5 -> E3-L5 -> F2-L5
NEG,2.82,3,F3-L6,W+OUT,F3-L6 -> E3-L5 -> D3-L4
NIM,2.82,3,B1-L3,E+OUT,B1-L3 -> C1-L2 -> D1-L1
NOI,2.82,3,D2-L5,S+W,D2-L5 -> C3-L5 -> B4-L5
NOI,2.82,3,B4-L6,N+E+OUT,B4-L6 -> C3-L5 -> D2-L4
ONI,2.82,3,B4-L2,N+E+IN,B4-L2 -> C3-L3 -> D2-L4
ONI,2.82,3,D1-L5,E,D1-L5 -> E1-L5 -> F1-L5
PTO,2.82,3,F6-L3,IN,F6-L3 -> F6-L4 -> F6-L5
RTE,2.82,3,E6-L3,W+IN,E6-L3 -> D6-L4 -> C6-L5
RTE,2.82,3,E6-L3,N+IN,E6-L3 -> E5-L4 -> E4-L5
SCC,2.82,3,E4-L1,S,E4-L1 -> E5-L1 -> E6-L1
AEC,2.81,3,D4-L4,E+OUT,D4-L4 -> E4-L3 -> F4-L2
PON,2.81,3,A1-L2,IN,A1-L2 -> A1-L3 -> A1-L4
RAB,2.81,3,D3-L2,S,D3-L2 -> D4-L2 -> D5-L2
TET,2.81,3,E5-L4,N+IN,E5-L4 -> E4-L5 -> E3-L6
TET,2.81,3,D6-L4,W+IN,D6-L4 -> C6-L5 -> B6-L6
TET,2.81,3,E3-L6,S+OUT,E3-L6 -> E4-L5 -> E5-L4
TET,2.81,3,B6-L6,E+OUT,B6-L6 -> C6-L5 -> D6-L4
EAS,2.80,3,E3-L5,S+W+OUT,E3-L5 -> D4-L4 -> C5-L3
NAC,2.80,3,B1-L3,OUT,B1-L3 -> B1-L2 -> B1-L1
NAC,2.80,3,C3-L3,S+E+OUT,C3-L3 -> D4-L2 -> E5-L1
NOE,2.80,3,D4-L5,N+W,D4-L5 -> C3-L5 -> B2-L5
REE,2.80,3,C2-L4,S+W+IN,C2-L4 -> B3-L5 -> A4-L6
WOL,2.80,3,C3-L6,E+OUT,C3-L6 -> D3-L5 -> E3-L4
BIA,2.79,3,B3-L1,E+IN,B3-L1 -> C3-L2 -> D3-L3
BIA,2.79,3,D4-L1,N+W+IN,D4-L1 -> C3-L2 -> B2-L3
CEL,2.79,3,C2-L5,S+W,C2-L5 -> B3-L5 -> A4-L5
EIS,2.79,3,A3-L6,S+E+OUT,A3-L6 -> B4-L5 -> C5-L4
IGA,2.79,3,D2-L4,S,D2-L4 -> D3-L4 -> D4-L4
ILO,2.79,3,D2-L4,S+E,D2-L4 -> E3-L4 -> F4-L4
ILO,2.79,3,A5-L5,OUT,A5-L5 -> A5-L4 -> A5-L3
SCP,2.79,3,F4-L1,S+IN,F4-L1 -> F5-L2 -> F6-L3
SOR,2.79,3,E4-L1,N+IN,E4-L1 -> E3-L2 -> E2-L3
SOR,2.79,3,B5-L2,N+E,B5-L2 -> C4-L2 -> D3-L2
BAP,2.78,3,D4-L1,S+E+IN,D4-L1 -> E5-L2 -> F6-L3
ESO,2.78,3,A6-L2,N+E,A6-L2 -> B5-L2 -> C4-L2
ESO,2.78,3,C6-L5,N+OUT,C6-L5 -> C5-L4 -> C4-L3
ESO,2.78,3,A3-L6,N+E,A3-L6 -> B2-L6 -> C1-L6
ICP,2.78,3,D2-L6,W+OUT,D2-L6 -> C2-L5 -> B2-L4
ISU,2.78,3,A5-L2,E,A5-L2 -> B5-L2 -> C5-L2
MSF,2.78,3,C6-L1,N+W+IN,C6-L1 -> B5-L2 -> A4-L3
NAR,2.78,3,F2-L4,OUT,F2-L4 -> F2-L3 -> F2-L2
NAR,2.78,3,B4-L6,S+E,B4-L6 -> C5-L6 -> D6-L6
TCA,2.78,3,E5-L4,OUT,E5-L4 -> E5-L3 -> E5-L2
TCA,2.78,3,D6-L4,N,D6-L4 -> D5-L4 -> D4-L4
TCA,2.78,3,F6-L4,N+W+OUT,F6-L4 -> E5-L3 -> D4-L2
TIG,2.78,3,B5-L6,N+E+OUT,B5-L6 -> C4-L5 -> D3-L4
WEL,2.78,3,C3-L1,W+IN,C3-L1 -> B3-L2 -> A3-L3
ABO,2.77,3,E6-L2,N+W,E6-L2 -> D5-L2 -> C4-L2
DAP,2.77,3,C3-L4,N+W+OUT,C3-L4 -> B2-L3 -> A1-L2
EEA,2.77,3,A2-L2,S,A2-L2 -> A3-L2 -> A4-L2
EEA,2.77,3,B6-L5,E,B6-L5 -> C6-L5 -> D6-L5
EEA,2.77,3,F2-L6,S+W+OUT,F2-L6 -> E3-L5 -> D4-L4
INI,2.77,3,D2-L4,IN,D2-L4 -> D2-L5 -> D2-L6
INI,2.77,3,D2-L6,OUT,D2-L6 -> D2-L5 -> D2-L4
INR,2.77,3,F3-L5,N+OUT,F3-L5 -> F2-L4 -> F1-L3
NEB,2.77,3,C3-L3,W+OUT,C3-L3 -> B3-L2 -> A3-L1
PAG,2.77,3,F6-L3,W+OUT,F6-L3 -> E6-L2 -> D6-L1
RCS,2.77,3,F5-L3,OUT,F5-L3 -> F5-L2 -> F5-L1
ROG,2.77,3,D1-L3,E+OUT,D1-L3 -> E1-L2 -> F1-L1
ROG,2.77,3,B3-L6,E+OUT,B3-L6 -> C3-L5 -> D3-L4
UBI,2.77,3,C5-L2,N+W+IN,C5-L2 -> B4-L3 -> A3-L4
ADL,2.76,3,D3-L3,S+E+IN,D3-L3 -> E4-L4 -> F5-L5
AIT,2.76,3,D4-L4,S+W+IN,D4-L4 -> C5-L5 -> B6-L6
ECE,2.76,3,E4-L3,S+W+IN,E4-L3 -> D5-L4 -> C6-L5
ECE,2.76,3,C6-L5,N+E+OUT,C6-L5 -> D5-L4 -> E4-L3
